Year,Province,District,Latitude,Longitude,Elevation,Month,Cases,Temp_avg,Precipitation_avg,Humidity_avg
2019,Western,Colombo,6.924429,79.90725,4,1,1225,26.914285714285715,0.7714285714285714,72.60714285714286
2019,Western,Gampaha,7.0650263,79.96622,19,1,724,27.417857142857144,0.7285714285714286,69.89285714285714
2019,Western,Kalutara,6.572935,80.02519,5,1,372,26.112499999999997,1.3964285714285718,80.46428571428571
2019,Central,Kandy,7.275923,80.62659,499,1,288,22.06785714285714,1.8535714285714284,83.42857142857143
2019,Central,Matale,7.4868193,80.52632,362,1,62,25.59285714285714,0.8500000000000002,74.28571428571429
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,1,26,14.74107142857143,2.717857142857143,86.57142857142857
2019,Southern,Galle,6.0808434,80.23373,8,1,132,25.432142857142853,2.953571428571427,85.28571428571429
2019,Southern,Hambantota,5.940246,80.55,6,1,140,25.760714285714283,0.8285714285714285,83.35714285714286
2019,Southern,Matara,6.1511426,81.127815,8,1,219,27.28750000000001,0.7107142857142856,71.0
2019,Northern,Jaffna,9.66608,80.034874,8,1,900,25.10535714285714,0.17857142857142855,74.89285714285714
2019,Northern,Kilinochchi,9.384886,80.38228,19,1,34,25.130357142857143,0.31428571428571433,74.57142857142857
2019,Northern,Mannar,8.963093,79.96543,5,1,27,25.635714285714286,0.5071428571428572,74.35714285714286
2019,Northern,Vavuniya,8.752197,80.53448,104,1,41,24.798214285714288,0.40714285714285714,78.42857142857143
2019,Northern,Mulativu,9.244288,80.789246,5,1,47,25.732142857142858,0.675,74.46428571428571
2019,Eastern,Batticaloa,7.6977153,81.65106,10,1,191,25.5625,3.435714285714286,80.89285714285714
2019,Eastern,Ampara,7.275923,81.693474,38,1,132,25.285714285714292,3.8785714285714277,82.17857142857143
2019,Eastern,Trincomalee,8.611599,81.170395,8,1,157,25.698214285714286,0.9392857142857143,75.0
2019,North Western,Kurunegala,7.4868193,80.37352,129,1,215,25.09285714285714,0.8500000000000002,74.21428571428571
2019,North Western,Puttalam,8.04921,79.84615,4,1,79,25.701785714285712,0.23928571428571432,76.21428571428571
2019,North central,Anuradhapura,8.330404,80.42882,95,1,64,24.989285714285714,0.36071428571428565,79.75
2019,North central,Polonnaruwa,7.908612,81.01536,56,1,39,25.24285714285714,1.7071428571428573,81.17857142857143
2019,Uva,Badulla,6.9947276,81.03797,676,1,79,19.741071428571423,6.603571428571429,92.78571428571429
2019,Uva,Moneragala,6.8541303,81.35636,152,1,60,25.09285714285714,1.3392857142857146,78.0
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,1,177,26.03571428571429,2.4214285714285713,82.67857142857143
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,1,150,26.61607142857143,0.9607142857142857,69.10714285714286
2020,Western,Colombo,6.924429,79.90725,4,1,1693,26.882142857142853,0.7107142857142856,78.21428571428571
2020,Western,Gampaha,7.0650263,79.96622,19,1,1049,27.71964285714285,0.7892857142857145,73.07142857142857
2020,Western,Kalutara,6.572935,80.02519,5,1,536,26.71607142857143,1.0250000000000001,81.53571428571429
2020,Central,Kandy,7.275923,80.62659,499,1,674,22.714285714285715,0.55,82.39285714285714
2020,Central,Matale,7.4868193,80.52632,362,1,276,25.975,0.5178571428571429,75.71428571428571
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,1,77,15.4,1.0999999999999999,84.17857142857143
2020,Southern,Galle,6.0808434,80.23373,8,1,651,26.525,1.4964285714285714,80.75
2020,Southern,Hambantota,5.940246,80.55,6,1,156,27.021428571428572,0.3178571428571428,78.92857142857143
2020,Southern,Matara,6.1511426,81.127815,8,1,227,27.362499999999997,0.9107142857142856,74.75
2020,Northern,Jaffna,9.66608,80.034874,8,1,1061,26.194642857142846,0.4785714285714286,78.57142857142857
2020,Northern,Kilinochchi,9.384886,80.38228,19,1,64,26.021428571428572,0.7999999999999999,77.85714285714286
2020,Northern,Mannar,8.963093,79.96543,5,1,90,27.048214285714288,0.5607142857142857,73.82142857142857
2020,Northern,Vavuniya,8.752197,80.53448,104,1,139,25.619642857142857,0.982142857142857,80.82142857142857
2020,Northern,Mulativu,9.244288,80.789246,5,1,58,26.50892857142857,1.5,76.82142857142857
2020,Eastern,Batticaloa,7.6977153,81.65106,10,1,1088,26.33571428571429,2.2535714285714286,81.42857142857143
2020,Eastern,Ampara,7.275923,81.693474,38,1,682,25.955357142857142,2.510714285714286,83.03571428571429
2020,Eastern,Trincomalee,8.611599,81.170395,8,1,1455,26.396428571428572,1.9214285714285715,77.14285714285714
2020,North Western,Kurunegala,7.4868193,80.37352,129,1,421,25.475,0.5178571428571429,75.64285714285714
2020,North Western,Puttalam,8.04921,79.84615,4,1,224,26.683928571428574,0.4714285714285714,77.5
2020,North central,Anuradhapura,8.330404,80.42882,95,1,184,25.876785714285717,0.725,81.39285714285714
2020,North central,Polonnaruwa,7.908612,81.01536,56,1,81,26.048214285714288,2.117857142857143,82.75
2020,Uva,Badulla,6.9947276,81.03797,676,1,230,20.471428571428575,4.0249999999999995,89.67857142857143
2020,Uva,Moneragala,6.8541303,81.35636,152,1,0,25.357142857142854,1.6535714285714285,81.03571428571429
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,1,296,26.46428571428571,1.3571428571428574,83.28571428571429
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,1,196,27.107142857142854,0.4714285714285714,70.21428571428571
2021,Western,Colombo,6.924429,79.90725,4,1,208,25.755357142857143,9.114285714285714,85.85714285714286
2021,Western,Gampaha,7.0650263,79.96622,19,1,123,25.987499999999997,6.764285714285714,84.17857142857143
2021,Western,Kalutara,6.572935,80.02519,5,1,77,25.69642857142857,8.903571428571428,87.0
2021,Central,Kandy,7.275923,80.62659,499,1,74,22.448214285714286,4.778571428571428,87.03571428571429
2021,Central,Matale,7.4868193,80.52632,362,1,9,24.998214285714287,6.582142857142857,84.42857142857143
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,1,7,15.173214285714284,9.839285714285717,89.78571428571429
2021,Southern,Galle,6.0808434,80.23373,8,1,23,25.408928571428568,9.292857142857141,87.60714285714286
2021,Southern,Hambantota,5.940246,80.55,6,1,22,25.889285714285716,5.874999999999999,85.17857142857143
2021,Southern,Matara,6.1511426,81.127815,8,1,23,26.3375,5.921428571428572,82.53571428571429
2021,Northern,Jaffna,9.66608,80.034874,8,1,14,25.69821428571429,9.475,83.92857142857143
2021,Northern,Kilinochchi,9.384886,80.38228,19,1,4,25.530357142857138,18.632142857142863,84.03571428571429
2021,Northern,Mannar,8.963093,79.96543,5,1,5,25.807142857142857,6.714285714285714,84.14285714285714
2021,Northern,Vavuniya,8.752197,80.53448,104,1,3,25.15714285714286,12.075000000000001,86.64285714285714
2021,Northern,Mulativu,9.244288,80.789246,5,1,0,25.858928571428578,14.317857142857145,83.10714285714286
2021,Eastern,Batticaloa,7.6977153,81.65106,10,1,1276,25.778571428571432,7.517857142857143,85.96428571428571
2021,Eastern,Ampara,7.275923,81.693474,38,1,31,25.480357142857137,9.264285714285714,87.32142857142857
2021,Eastern,Trincomalee,8.611599,81.170395,8,1,11,25.682142857142857,16.942857142857143,83.35714285714286
2021,North Western,Kurunegala,7.4868193,80.37352,129,1,53,24.498214285714287,6.582142857142857,84.39285714285714
2021,North Western,Puttalam,8.04921,79.84615,4,1,49,25.949999999999996,4.403571428571428,84.07142857142857
2021,North central,Anuradhapura,8.330404,80.42882,95,1,14,25.360714285714288,7.703571428571427,86.64285714285714
2021,North central,Polonnaruwa,7.908612,81.01536,56,1,4,25.52857142857143,11.410714285714286,87.14285714285714
2021,Uva,Badulla,6.9947276,81.03797,676,1,23,20.566071428571426,14.775000000000002,92.57142857142857
2021,Uva,Moneragala,6.8541303,81.35636,152,1,9,24.789285714285715,11.275,86.82142857142857
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,1,36,25.64821428571429,7.635714285714285,87.89285714285714
2021,Sabaragamuwa,Kegalle,7.275923,80.32176,172,1,24,25.330357142857142,10.017857142857142,84.14285714285714
2019,Western,Colombo,6.924429,79.90725,4,2,792,27.18571428571429,4.30357142857143,80.46428571428571
2019,Western,Gampaha,7.0650263,79.96622,19,2,466,27.555357142857144,7.289285714285714,79.21428571428571
2019,Western,Kalutara,6.572935,80.02519,5,2,202,26.84107142857142,3.660714285714285,82.67857142857143
2019,Central,Kandy,7.275923,80.62659,499,2,229,23.0,5.971428571428572,85.64285714285714
2019,Central,Matale,7.4868193,80.52632,362,2,54,26.362499999999997,5.4142857142857155,79.07142857142857
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,2,17,15.369642857142857,5.392857142857145,86.71428571428571
2019,Southern,Galle,6.0808434,80.23373,8,2,123,26.382142857142853,6.914285714285714,83.57142857142857
2019,Southern,Hambantota,5.940246,80.55,6,2,91,26.930357142857144,3.8035714285714284,81.92857142857143
2019,Southern,Matara,6.1511426,81.127815,8,2,133,27.70714285714286,6.899999999999998,76.53571428571429
2019,Northern,Jaffna,9.66608,80.034874,8,2,454,27.30357142857143,0.6714285714285715,76.89285714285714
2019,Northern,Kilinochchi,9.384886,80.38228,19,2,23,26.778571428571432,1.2464285714285712,77.92857142857143
2019,Northern,Mannar,8.963093,79.96543,5,2,16,27.105357142857137,8.378571428571428,77.82142857142857
2019,Northern,Vavuniya,8.752197,80.53448,104,2,44,26.55535714285714,1.785714285714286,80.5
2019,Northern,Mulativu,9.244288,80.789246,5,2,31,26.817857142857143,1.5071428571428567,79.57142857142857
2019,Eastern,Batticaloa,7.6977153,81.65106,10,2,195,26.55178571428572,3.817857142857144,83.92857142857143
2019,Eastern,Ampara,7.275923,81.693474,38,2,112,26.237499999999994,5.310714285714285,85.28571428571429
2019,Eastern,Trincomalee,8.611599,81.170395,8,2,106,26.601785714285718,2.0107142857142857,80.10714285714286
2019,North Western,Kurunegala,7.4868193,80.37352,129,2,147,25.862499999999997,5.4142857142857155,78.96428571428571
2019,North Western,Puttalam,8.04921,79.84615,4,2,60,27.333928571428572,2.8321428571428577,78.78571428571429
2019,North central,Anuradhapura,8.330404,80.42882,95,2,53,26.819642857142867,2.9464285714285716,80.64285714285714
2019,North central,Polonnaruwa,7.908612,81.01536,56,2,19,26.394642857142863,4.049999999999999,84.60714285714286
2019,Uva,Badulla,6.9947276,81.03797,676,2,68,21.1125,6.457142857142858,90.03571428571429
2019,Uva,Moneragala,6.8541303,81.35636,152,2,38,25.862499999999997,4.760714285714286,83.28571428571429
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,2,165,27.016071428571433,5.125000000000001,82.46428571428571
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,2,98,26.971428571428575,11.578571428571433,77.25
2020,Western,Colombo,6.924429,79.90725,4,2,767,28.030357142857145,0.8535714285714285,73.07142857142857
2020,Western,Gampaha,7.0650263,79.96622,19,2,452,29.15178571428571,0.8964285714285715,67.60714285714286
2020,Western,Kalutara,6.572935,80.02519,5,2,273,27.226785714285718,1.2892857142857146,79.07142857142857
2020,Central,Kandy,7.275923,80.62659,499,2,290,23.491071428571423,1.0785714285714285,78.10714285714286
2020,Central,Matale,7.4868193,80.52632,362,2,110,27.105357142857148,0.35714285714285715,68.85714285714286
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,2,28,15.735714285714284,2.0500000000000003,79.96428571428571
2020,Southern,Galle,6.0808434,80.23373,8,2,249,27.226785714285715,2.2964285714285713,75.5
2020,Southern,Hambantota,5.940246,80.55,6,2,78,27.401785714285708,1.082142857142857,76.5
2020,Southern,Matara,6.1511426,81.127815,8,2,120,27.794642857142858,2.7678571428571423,72.07142857142857
2020,Northern,Jaffna,9.66608,80.034874,8,2,490,27.103571428571428,0.2964285714285714,71.42857142857143
2020,Northern,Kilinochchi,9.384886,80.38228,19,2,31,26.514285714285716,0.6035714285714285,72.75
2020,Northern,Mannar,8.963093,79.96543,5,2,25,28.20357142857143,0.2964285714285714,66.10714285714286
2020,Northern,Vavuniya,8.752197,80.53448,104,2,72,26.45535714285714,0.5178571428571429,74.82142857142857
2020,Northern,Mulativu,9.244288,80.789246,5,2,15,26.99464285714285,1.0214285714285714,72.64285714285714
2020,Eastern,Batticaloa,7.6977153,81.65106,10,2,650,26.826785714285716,1.7392857142857143,76.25
2020,Eastern,Ampara,7.275923,81.693474,38,2,316,26.294642857142854,1.907142857142857,79.92857142857143
2020,Eastern,Trincomalee,8.611599,81.170395,8,2,569,27.001785714285717,1.1,71.75
2020,North Western,Kurunegala,7.4868193,80.37352,129,2,174,26.605357142857144,0.35714285714285715,68.75
2020,North Western,Puttalam,8.04921,79.84615,4,2,83,28.014285714285712,0.17857142857142858,69.14285714285714
2020,North central,Anuradhapura,8.330404,80.42882,95,2,95,26.821428571428573,0.3464285714285714,75.25
2020,North central,Polonnaruwa,7.908612,81.01536,56,2,77,26.635714285714286,1.6678571428571427,78.53571428571429
2020,Uva,Badulla,6.9947276,81.03797,676,2,91,20.74285714285714,5.049999999999999,89.71428571428571
2020,Uva,Moneragala,6.8541303,81.35636,152,2,0,26.025000000000006,1.4464285714285716,76.64285714285714
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,2,206,27.8375,2.3750000000000004,77.39285714285714
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,2,107,28.924999999999997,0.26071428571428573,61.214285714285715
2021,Western,Colombo,6.924429,79.90725,4,2,388,26.699999999999996,0.8214285714285714,77.78571428571429
2021,Western,Gampaha,7.0650263,79.96622,19,2,199,27.35714285714286,0.5928571428571427,73.71428571428571
2021,Western,Kalutara,6.572935,80.02519,5,2,76,26.632142857142856,1.2249999999999999,80.5
2021,Central,Kandy,7.275923,80.62659,499,2,54,22.764285714285716,0.7571428571428572,81.82142857142857
2021,Central,Matale,7.4868193,80.52632,362,2,9,26.0,0.5678571428571428,73.85714285714286
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,2,3,15.305357142857142,1.7642857142857142,82.35714285714286
2021,Southern,Galle,6.0808434,80.23373,8,2,20,25.846428571428568,3.092857142857144,84.92857142857143
2021,Southern,Hambantota,5.940246,80.55,6,2,24,26.360714285714288,1.007142857142857,82.17857142857143
2021,Southern,Matara,6.1511426,81.127815,8,2,37,27.542857142857144,0.8428571428571429,72.75
2021,Northern,Jaffna,9.66608,80.034874,8,2,4,25.75,0.6607142857142857,76.71428571428571
2021,Northern,Kilinochchi,9.384886,80.38228,19,2,4,25.416071428571428,1.0964285714285713,77.89285714285714
2021,Northern,Mannar,8.963093,79.96543,5,2,4,26.150000000000006,0.6464285714285715,74.92857142857143
2021,Northern,Vavuniya,8.752197,80.53448,104,2,11,25.362499999999997,1.2857142857142858,80.75
2021,Northern,Mulativu,9.244288,80.789246,5,2,0,25.889285714285712,1.4357142857142857,77.67857142857143
2021,Eastern,Batticaloa,7.6977153,81.65106,10,2,1214,25.88392857142857,2.1678571428571427,82.32142857142857
2021,Eastern,Ampara,7.275923,81.693474,38,2,35,25.721428571428568,2.6678571428571423,83.32142857142857
2021,Eastern,Trincomalee,8.611599,81.170395,8,2,39,25.83035714285714,1.6857142857142853,78.28571428571429
2021,North Western,Kurunegala,7.4868193,80.37352,129,2,65,25.5,0.5678571428571428,73.75
2021,North Western,Puttalam,8.04921,79.84615,4,2,37,26.25,0.4750000000000001,77.82142857142857
2021,North central,Anuradhapura,8.330404,80.42882,95,2,18,25.82678571428572,1.092857142857143,80.71428571428571
2021,North central,Polonnaruwa,7.908612,81.01536,56,2,6,25.860714285714284,2.2142857142857144,82.25
2021,Uva,Badulla,6.9947276,81.03797,676,2,2,20.501785714285717,4.689285714285715,90.03571428571429
2021,Uva,Moneragala,6.8541303,81.35636,152,2,4,25.41071428571428,1.9607142857142856,79.75
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,2,64,26.380357142857147,2.210714285714286,84.25
2021,Sabaragamuwa,Kegalle,7.275923,80.32176,172,2,38,27.208928571428572,0.6392857142857143,69.71428571428571
2019,Western,Colombo,6.924429,79.90725,4,3,815,27.826785714285716,2.4750000000000005,77.64285714285714
2019,Western,Gampaha,7.0650263,79.96622,19,3,511,,,
2019,Western,Kalutara,6.572935,80.02519,5,3,250,27.328571428571426,2.3571428571428568,79.82142857142857
2019,Central,Kandy,7.275923,80.62659,499,3,231,24.078571428571426,0.7964285714285714,75.96428571428571
2019,Central,Matale,7.4868193,80.52632,362,3,58,28.176785714285714,0.8428571428571429,68.03571428571429
2019,Central,Nuwara Eliya,6.9947276,80.73418,1865,3,12,15.401785714285712,2.1607142857142856,75.75
2019,Southern,Galle,6.0808434,80.23373,8,3,156,26.95357142857143,3.5035714285714286,81.03571428571429
2019,Southern,Hambantota,5.940246,80.55,6,3,80,27.21428571428572,1.6285714285714286,81.78571428571429
2019,Southern,Matara,6.1511426,81.127815,8,3,101,28.051785714285714,1.4821428571428572,75.21428571428571
2019,Northern,Jaffna,9.66608,80.034874,8,3,268,28.871428571428567,0.22500000000000003,73.28571428571429
2019,Northern,Kilinochchi,9.384886,80.38228,19,3,16,28.371428571428567,0.13571428571428573,72.71428571428571
2019,Northern,Mannar,8.963093,79.96543,5,3,14,28.7125,0.27499999999999997,69.39285714285714
2019,Northern,Vavuniya,8.752197,80.53448,104,3,57,29.019642857142856,0.18214285714285713,70.42857142857143
2019,Northern,Mulativu,9.244288,80.789246,5,3,12,28.03035714285714,0.15357142857142855,76.96428571428571
2019,Eastern,Batticaloa,7.6977153,81.65106,10,3,218,27.76071428571428,0.6642857142857143,77.60714285714286
2019,Eastern,Ampara,7.275923,81.693474,38,3,152,27.333928571428572,1.1178571428571429,80.75
2019,Eastern,Trincomalee,8.611599,81.170395,8,3,164,28.00178571428571,0.2535714285714286,73.92857142857143
2019,North Western,Kurunegala,7.4868193,80.37352,129,3,148,27.676785714285714,0.8428571428571429,67.92857142857143
2019,North Western,Puttalam,8.04921,79.84615,4,3,52,28.623214285714287,0.6214285714285713,74.57142857142857
2019,North central,Anuradhapura,8.330404,80.42882,95,3,51,28.996428571428574,0.39285714285714285,70.5
2019,North central,Polonnaruwa,7.908612,81.01536,56,3,25,28.40892857142857,0.4535714285714286,75.5
2019,Uva,Badulla,6.9947276,81.03797,676,3,73,21.271428571428572,3.071428571428572,81.5
2019,Uva,Moneragala,6.8541303,81.35636,152,3,49,27.380357142857143,2.1785714285714284,75.0
2019,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,3,210,28.112499999999997,2.864285714285715,75.53571428571429
2019,Sabaragamuwa,Kegalle,7.275923,80.32176,172,3,109,28.326785714285712,2.0428571428571427,71.32142857142857
2020,Western,Colombo,6.924429,79.90725,4,3,235,28.105357142857144,1.135714285714286,77.67857142857143
2020,Western,Gampaha,7.0650263,79.96622,19,3,128,28.605357142857137,2.275,76.5
2020,Western,Kalutara,6.572935,80.02519,5,3,112,27.946428571428577,1.4857142857142858,78.32142857142857
2020,Central,Kandy,7.275923,80.62659,499,3,114,24.987499999999994,0.35357142857142854,71.60714285714286
2020,Central,Matale,7.4868193,80.52632,362,3,44,28.798214285714288,0.9214285714285714,66.78571428571429
2020,Central,Nuwara Eliya,6.9947276,80.73418,1865,3,16,17.185714285714283,0.9535714285714286,67.57142857142857
2020,Southern,Galle,6.0808434,80.23373,8,3,63,28.133928571428577,1.5464285714285715,73.96428571428571
2020,Southern,Hambantota,5.940246,80.55,6,3,24,27.514285714285716,0.425,78.92857142857143
2020,Southern,Matara,6.1511426,81.127815,8,3,21,28.303571428571423,0.3821428571428572,72.67857142857143
2020,Northern,Jaffna,9.66608,80.034874,8,3,154,28.424999999999997,0.09285714285714286,72.25
2020,Northern,Kilinochchi,9.384886,80.38228,19,3,8,27.585714285714285,0.1964285714285714,73.78571428571429
2020,Northern,Mannar,8.963093,79.96543,5,3,2,28.96785714285715,0.5785714285714285,66.57142857142857
2020,Northern,Vavuniya,8.752197,80.53448,104,3,15,28.183928571428574,0.13571428571428573,72.78571428571429
2020,Northern,Mulativu,9.244288,80.789246,5,3,2,27.735714285714288,0.3071428571428572,74.89285714285714
2020,Eastern,Batticaloa,7.6977153,81.65106,10,3,222,27.824999999999996,0.4714285714285715,75.10714285714286
2020,Eastern,Ampara,7.275923,81.693474,38,3,78,27.58571428571429,0.5285714285714286,77.67857142857143
2020,Eastern,Trincomalee,8.611599,81.170395,8,3,143,27.775000000000006,0.35000000000000003,72.5
2020,North Western,Kurunegala,7.4868193,80.37352,129,3,55,28.298214285714288,0.9214285714285714,66.75
2020,North Western,Puttalam,8.04921,79.84615,4,3,36,28.723214285714285,0.9964285714285713,73.35714285714286
2020,North central,Anuradhapura,8.330404,80.42882,95,3,44,28.50714285714286,1.0464285714285715,71.92857142857143
2020,North central,Polonnaruwa,7.908612,81.01536,56,3,23,28.84821428571428,0.2464285714285714,72.14285714285714
2020,Uva,Badulla,6.9947276,81.03797,676,3,33,21.983928571428574,1.2464285714285714,79.67857142857143
2020,Uva,Moneragala,6.8541303,81.35636,152,3,0,27.519642857142856,0.6785714285714286,72.78571428571429
2020,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,3,69,28.63392857142857,1.4678571428571427,75.21428571428571
2020,Sabaragamuwa,Kegalle,7.275923,80.32176,172,3,42,29.644642857142856,1.625,67.71428571428571
2021,Western,Colombo,6.924429,79.90725,4,3,677,26.616071428571427,7.067857142857142,83.53571428571429
2021,Western,Gampaha,7.0650263,79.96622,19,3,285,27.296428571428564,7.8999999999999995,81.0
2021,Western,Kalutara,6.572935,80.02519,5,3,132,26.68035714285714,7.932142857142857,83.39285714285714
2021,Central,Kandy,7.275923,80.62659,499,3,82,23.47678571428571,3.5571428571428574,79.75
2021,Central,Matale,7.4868193,80.52632,362,3,13,27.307142857142853,2.8249999999999997,72.57142857142857
2021,Central,Nuwara Eliya,6.9947276,80.73418,1865,3,10,15.37857142857143,2.5964285714285715,80.25
2021,Southern,Galle,6.0808434,80.23373,8,3,33,26.54285714285715,5.728571428571429,82.67857142857143
2021,Southern,Hambantota,5.940246,80.55,6,3,34,26.796428571428574,3.071428571428572,82.17857142857143
2021,Southern,Matara,6.1511426,81.127815,8,3,36,27.526785714285715,3.907142857142858,76.64285714285714
2021,Northern,Jaffna,9.66608,80.034874,8,3,6,28.099999999999994,0.6214285714285713,74.92857142857143
2021,Northern,Kilinochchi,9.384886,80.38228,19,3,2,27.169642857142854,0.5785714285714285,76.53571428571429
2021,Northern,Mannar,8.963093,79.96543,5,3,5,28.255357142857143,1.5785714285714285,71.25
2021,Northern,Vavuniya,8.752197,80.53448,104,3,9,27.15,1.467857142857143,78.85714285714286
2021,Northern,Mulativu,9.244288,80.789246,5,3,0,27.564285714285717,1.025,76.96428571428571
2021,Eastern,Batticaloa,7.6977153,81.65106,10,3,450,26.974999999999998,2.932142857142857,81.14285714285714
2021,Eastern,Ampara,7.275923,81.693474,38,3,68,26.473214285714285,4.903571428571429,83.89285714285714
2021,Eastern,Trincomalee,8.611599,81.170395,8,3,35,27.43392857142857,1.1035714285714284,75.67857142857143
2021,North Western,Kurunegala,7.4868193,80.37352,129,3,153,26.807142857142853,2.8249999999999997,72.46428571428571
2021,North Western,Puttalam,8.04921,79.84615,4,3,58,27.923214285714284,2.914285714285714,77.67857142857143
2021,North central,Anuradhapura,8.330404,80.42882,95,3,27,27.47678571428571,2.1035714285714286,78.46428571428571
2021,North central,Polonnaruwa,7.908612,81.01536,56,3,0,27.27678571428572,2.907142857142857,80.32142857142857
2021,Uva,Badulla,6.9947276,81.03797,676,3,16,21.150000000000002,6.0,84.5
2021,Uva,Moneragala,6.8541303,81.35636,152,3,16,25.94107142857143,4.917857142857144,81.17857142857143
2021,Sabaragamuwa,Ratnapura,6.7135324,80.38688,73,3,100,26.424999999999997,9.271428571428572,84.5
